"taxon","assembly","segment","species","collectionDate","geographicRegion","organismName_host","subtype","genotype","serotype","lineage","clade","HA_type","NA_type","neighbor","neighbor_ani","n_raw","n_qc"
"Alphacoronavirus","references/Alphacoronavirus-wg-42.fa.gz","wg","Alphacoronavirus 1","2018","Oceania","Felis catus","","","","","","","","Alphacoronavirus-wg-174","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-75.fa.gz","wg","Rhinacovirus sp.","2022","Asia","Rhinolophus affinis","","","","","","","","Alphacoronavirus-wg-123","96","2","2"
"Alphacoronavirus","references/Alphacoronavirus-wg-175.fa.gz","wg","Alphacoronavirus 1","2015","Asia","Felis catus","","","","","","","","Alphacoronavirus-wg-147","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-46.fa.gz","wg","Alphacoronavirus 1","2023","Asia","Felis catus","","","","","","","","Alphacoronavirus-wg-136","94","10","10"
"Alphacoronavirus","references/Alphacoronavirus-wg-91.fa.gz","wg","Alphacoronavirus 1","2007","Europe","Feliformia","","","","","","","","Alphacoronavirus-wg-58","95","2","2"
"Alphacoronavirus","references/Alphacoronavirus-wg-48.fa.gz","wg","Alphacoronavirus 1","2017","Oceania","Felis catus","","","","","","","","Alphacoronavirus-wg-147","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-50.fa.gz","wg","Eptesicus bat coronavirus","2020","North America","Eptesicus fuscus","","","","","","","","Alphacoronavirus-wg-167","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-177.fa.gz","wg","Tadarida brasiliensis bat alphacoronavirus 1","2017","South America","Tadarida brasiliensis","","","","","","","","","0","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-178.fa.gz","wg","Alphacoronavirus HCQD-2020","2020","Asia","","","","","","","","","Alphacoronavirus-wg-167","98","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-52.fa.gz","wg","Human coronavirus 229E","2010","Africa","Macronycteris vittatus","","","","","","","","Alphacoronavirus-wg-22","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-53.fa.gz","wg","Rhinolophus ferrumequinum alphacoronavirus HuB-2013","2013","Asia","Rhinolophus ferrumequinum","","","","","","","","Alphacoronavirus-wg-66","97","2","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-55.fa.gz","wg","[Alphacoronavirus sp.; Miniopterus bat coronavirus HKU8]","2012 - 2013","Asia","[Miniopterus pusillus; Miniopterus fuliginosus]","","","","","","","","Alphacoronavirus-wg-197","96","2","2"
"Alphacoronavirus","references/Alphacoronavirus-wg-179.fa.gz","wg","Alphacoronavirus 1","2017","Oceania","Felis catus","","","","","","","","Alphacoronavirus-wg-136","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-180.fa.gz","wg","Lucheng Rn rat coronavirus","2014","Asia","Eothenomys miletus","","","","","","","","[Alphacoronavirus-wg-187; Alphacoronavirus-wg-142]","95","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-56.fa.gz","wg","Rhinolophus affinis bat coronavirus HKU2-related","2018","Asia","Rhinolophus affinis","","","","","","","","Alphacoronavirus-wg-209","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-57.fa.gz","wg","Myotis bat alphacoronavirus","2022","Asia","Myotis chinensis","","","","","","","","Alphacoronavirus-wg-199","92","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-59.fa.gz","wg","Alphacoronavirus sp.","2019","Asia","Hipposideros larvatus","","","","","","","","Alphacoronavirus-wg-87","90","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-181.fa.gz","wg","Alphacoronavirus 1","2015","Europe","Felis catus","","","","","","","","Alphacoronavirus-wg-174","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-182.fa.gz","wg","Alphacoronavirus 1","2015","Europe","Felis catus","","","","","","","","Alphacoronavirus-wg-86","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-183.fa.gz","wg","Pedacovirus sp. MdGB03","2021","Europe","Myotis daubentonii","","","","","","","","Alphacoronavirus-wg-163","98","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-184.fa.gz","wg","Bat coronavirus CDPHE15","2010","North America","Myotis lucifugus","","","","","","","","Alphacoronavirus-wg-62","98","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-62.fa.gz","wg","Bat coronavirus CDPHE15","2006","North America","Myotis lucifugus","","","","","","","","Alphacoronavirus-wg-184","98","2","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-63.fa.gz","wg","Alphacoronavirus sp.","2021","Asia","Chiroptera","","","","","","","","Alphacoronavirus-wg-186","98","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-64.fa.gz","wg","Human coronavirus 229E","2009","Africa","Hipposideros","","","","","","","","Alphacoronavirus-wg-22","93","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-65.fa.gz","wg","Porcine epidemic diarrhea virus","2009","Europe","Sus scrofa","","","","","","","","Alphacoronavirus-wg-73","98","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-66.fa.gz","wg","Rhinolophus ferrumequinum alphacoronavirus HuB-2013","2013","Asia","Myotis sp.","","","","","","","","Alphacoronavirus-wg-53","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-67.fa.gz","wg","Alphacoronavirus sp.","2018","Europe","Pipistrellus nathusii","","","","","","","","","0","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-68.fa.gz","wg","Mink coronavirus","2018","Europe","Neogale vison","","","","","","","","[Alphacoronavirus-wg-98; Alphacoronavirus-wg-78]","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-69.fa.gz","wg","Alphacoronavirus 1","2007","Europe","Felis catus","","","","","","","","Alphacoronavirus-wg-92","96","3","3"
"Alphacoronavirus","references/Alphacoronavirus-wg-70.fa.gz","wg","Bat alphacoronavirus","2018","Asia","Miniopterus fuliginosus","","","","","","","","Alphacoronavirus-wg-189","93","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-185.fa.gz","wg","[Alphacoronavirus sp.; Alphacoronavirus WA2028]","2018","Oceania","","","","","","","","","Alphacoronavirus-wg-110","96","2","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-186.fa.gz","wg","Alphacoronavirus sp.","2008","Asia","Hipposideros pomona","","","","","","","","Alphacoronavirus-wg-63","98","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-74.fa.gz","wg","Alphacoronavirus sp.","2020","Asia","Myotis macrodactylus","","","","","","","","Alphacoronavirus-wg-218","90","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-187.fa.gz","wg","Longquan Berylmys bowersi alphacoronavirus 1","2016","Asia","Berylmys bowersi","","","","","","","","Alphacoronavirus-wg-142","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-77.fa.gz","wg","Alphacoronavirus 1","2008","North America","[Felis catus; Otocolobus manul]","","","","","","","","Alphacoronavirus-wg-94","96","2","2"
"Alphacoronavirus","references/Alphacoronavirus-wg-78.fa.gz","wg","Mink coronavirus","2018","Europe","Neogale vison","","","","","","","","Alphacoronavirus-wg-68","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-188.fa.gz","wg","Eptesicus bat coronavirus","2020","North America","Eptesicus fuscus","","","","","","","","Alphacoronavirus-wg-167","98","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-79.fa.gz","wg","Alphacoronavirus sp.","2018","Oceania","","","","","","","","","","0","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-80.fa.gz","wg","Alphacoronavirus sp.","2020","Asia","Rhinolophus ferrumequinum","","","","","","","","","0","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-81.fa.gz","wg","Rhinacovirus sp.","2022","Asia","Rhinolophus thomasi","","","","","","","","Alphacoronavirus-wg-123","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-82.fa.gz","wg","Bat coronavirus HKU10","2022","Asia","Hipposideros pomona","","","","","","","","Alphacoronavirus-wg-21","95","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-83.fa.gz","wg","Alphacoronavirus 1","2017","Oceania","Felis catus","","","","","","","","Alphacoronavirus-wg-58","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-84.fa.gz","wg","Alphacoronavirus 1","1978","North America","Canis lupus familiaris","","","","","","","","Alphacoronavirus-wg-220","97","4","4"
"Alphacoronavirus","references/Alphacoronavirus-wg-189.fa.gz","wg","Miniopterus bat coronavirus 1","2011","Asia","Miniopterus fuliginosus","","","","","","","","Alphacoronavirus-wg-103","98","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-85.fa.gz","wg","NL63-related bat coronavirus strain BtKYNL63-9b","2010","Africa","Triaenops afer","","","","","","","","Alphacoronavirus-wg-40","98","2","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-86.fa.gz","wg","Alphacoronavirus 1","2007","Europe","[Felis catus; Feliformia]","","","","","","","","Alphacoronavirus-wg-92","97","4","4"
"Alphacoronavirus","references/Alphacoronavirus-wg-87.fa.gz","wg","Bat alphacoronavirus","2016","Europe","Myotis daubentonii","","","","","","","","[Alphacoronavirus-wg-163; Alphacoronavirus-wg-217]","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-88.fa.gz","wg","Bat alphacoronavirus","2016","Europe","Myotis brandtii","","","","","","","","","0","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-89.fa.gz","wg","Alphacoronavirus 1","2021","Asia","Nyctereutes procyonoides","","","","","","","","Alphacoronavirus-wg-132","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-90.fa.gz","wg","Alphacoronavirus 1","2008","Europe","Feliformia","","","","","","","","Alphacoronavirus-wg-208","95","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-92.fa.gz","wg","Alphacoronavirus 1","2016","Asia","Felis catus","","","","","","","","Alphacoronavirus-wg-86","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-95.fa.gz","wg","Alphacoronavirus 1","2007","Europe","[Feliformia; Felis catus]","","","","","","","","Alphacoronavirus-wg-94","96","2","2"
"Alphacoronavirus","references/Alphacoronavirus-wg-93.fa.gz","wg","Alphacoronavirus 1","2007","Europe","Feliformia","","","","","","","","Alphacoronavirus-wg-16","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-94.fa.gz","wg","Alphacoronavirus 1","2007","Europe","Felis catus","","","","","","","","Alphacoronavirus-wg-208","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-190.fa.gz","wg","Alphacoronavirus 1","2007","Europe","Felis catus","","","","","","","","Alphacoronavirus-wg-179","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-97.fa.gz","wg","Alphacoronavirus 1","","Asia","Canis lupus familiaris","","","","","","","","Alphacoronavirus-wg-132","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-99.fa.gz","wg","Mink coronavirus","2019","Europe","Neogale vison","","","","","","","","Alphacoronavirus-wg-128","95","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-100.fa.gz","wg","Alphacoronavirus sp.","2020","Asia","Hipposideros pomona","","","","","","","","Alphacoronavirus-wg-155","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-191.fa.gz","wg","Alphacoronavirus 1","2010","Europe","Felis catus","","","","","","","","Alphacoronavirus-wg-29","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-192.fa.gz","wg","Jingmen Miniopterus schreibersii alphacoronavirus 2","2016","Asia","Miniopterus schreibersii","","","","","","","","[Alphacoronavirus-wg-53; Alphacoronavirus-wg-66; Alphacoronavirus-wg-183]","89","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-102.fa.gz","wg","Alphacoronavirus 1","1976","North America","Canis lupus familiaris","","","","","","","","Alphacoronavirus-wg-10","97","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-103.fa.gz","wg","Miniopterus bat coronavirus 1","2012","Asia","Miniopterus fuliginosus","","","","","","","","Alphacoronavirus-wg-189","98","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-193.fa.gz","wg","Feline alphacoronavirus 1","2015","South America","Felis catus","","","","","","","","Alphacoronavirus-wg-175","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-105.fa.gz","wg","Bat coronavirus HKU10","2022","Asia","Rhinolophus pusillus","","","","","","","","Alphacoronavirus-wg-27","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-106.fa.gz","wg","Alphacoronavirus 1","2019","Asia","Felis catus","","","","","","","","[Alphacoronavirus-wg-215; Alphacoronavirus-wg-208]","96","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-107.fa.gz","wg","Nyctalus velutinus alphacoronavirus SC-2013","2013","Asia","Nyctalus velutinus","","","","","","","","","0","2","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-108.fa.gz","wg","Alphacoronavirus sp.","2019","Asia","Chaerephon plicatus","","","","","","","","","0","1","1"
"Alphacoronavirus","references/Alphacoronavirus-wg-194.fa.gz","wg","Alphacoronavirus 1","2019","South America","Canis lupus familiaris","","","","","","","","Alphacoronavirus-wg-173","94","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-1-38.fa.gz","1","Alphainfluenzavirus influenzae","2021 - 2024","[Europe; Africa]","[Gallus gallus domesticus; Other avian; Wild bird; Meleagris gallopavo; Cygnus olor; Chroicocephalus ridibundus; Chicken; Goose; Duck; Phasianus colchicus; Falco peregrinus; Surface swab; Guineafowl; Greylag goose; Turkey; Guinea fowl; Gallus gallus; Anser anser domesticus; Anas platyrhynchos; Mallard; Pheasant; Avian; Branta leucopsis; Larus ridibundus; Larus melanocephalus; Whooper swan; Cormorant; Other mammals; Branta canadensis; Larus fuscus; Larus argentatus; Larus marinus; Herring gull; Halietus albicilla; Anas platyrhynchos f. domestica; Domestic goose; Seal; Anas platyrhynchos var. domesticus; Wild birds; Canine; Larus canus; Sterna sandvicensis; Sterna paradisaea; mammals; Gull; Human; Sterna hirundo; Mareca penelope; Animal; Common teal; Swan; Bean goose; Branta bernicla; Podiceps cristatus; Anser anser; Accipiter gentilis; Black-headed gull; Accipiter nisus; Tadorna tadorna; Buteo buteo; Larus; Feces; Falco tinnunculus; Eurasian curlew; Cygnus melancoryphus; Felis catus]","","","[H5N1; H5N3; H5N4; H5N8]","","[2.3.4.4b; EA_nonGsGD]","H5","[N1; N3; N4; N8]","","0","1313","1071"
"Alphainfluenzavirus","references/Alphainfluenzavirus-1-196.fa.gz","1","Alphainfluenzavirus influenzae","2022 - 2023","Africa","[Environment; Chicken]","","","H9N2","","","H9","N2","[Alphainfluenzavirus-1-197; Alphainfluenzavirus-1-238; Alphainfluenzavirus-1-380; Alphainfluenzavirus-1-299; Alphainfluenzavirus-1-497; Alphainfluenzavirus-1-48]","96","20","15"
"Alphainfluenzavirus","references/Alphainfluenzavirus-1-34.fa.gz","1","Alphainfluenzavirus influenzae","2020 - 2023","[Europe; North America; Africa]","[Goose; Gallus gallus domesticus; Other avian; Cygnus olor; Phasianus; Swan; Buteo buteo; Anser anser; Larus marinus; Falco peregrinus; Somateria mollissima; Wild bird; Phasanius colchicus; Greylag goose; Avian; Calidris alba; Buteo jamaicensis; Cormorant; Crow; Larus smithsonianus; Halietus albicilla; Sterna hirundo; Pheasant; Chroicocephalus ridibundus; Branta leucopsis; Cygnus cygnus; Pigeon; Meleagris gallopavo; Haliaeetus leucocephalus; White-fronted goose; Larus argentatus; Anser anser domesticus; Other mammals; Turkey; Duck; Chicken; Seal; Eagle; Falcon; Gull; Anseriformes sp.; Guineafowl; Human; Anas strepera; Branta canadensis; mammals; Circus aeruginosus; Gallus gallus; Common teal; Anas platyrhynchos; Podiceps cristatus; Falco tinnunculus; Calidris canutus; Accipiter nisus; Wild waterfowl; Accipiter gentilis; Domestic goose]","","","H5N1","","2.3.4.4b","H5","N1","","0","986","527"
"Alphainfluenzavirus","references/Alphainfluenzavirus-1-6.fa.gz","1","Alphainfluenzavirus influenzae","1905 - 2024","[Europe; Asia; South America; Oceania; North America; Africa]","[Human; Swine; Avian]","","","[H3N2; H1N1; A; H5N1]","pdm09","[3C.2a1b.2a.2a.2; 3C.2a1b.1; 3C.2a1b.2a.2a.3; 3C.2a1b.1a; 3C.2a1b.2a.2a.1; 3C.2a1b.2b; 3C.2a1b.2a.2a.3a.1; 3C.2a1b.2; 3C.2a1b.2a; 3C.2a2; 3C.2a1b.1b; 3C.3a1; 3C.2a1b.2a.2c; 3C.2a3; 3C.2a1b.2a.2a; 3C.2a1b.2a.2a.3b; 3C.2a1; 3C.2a1b.2a.2b; 3C.2a1b.2a.2a.3a; 3C.2a1b.2a.2a.1a; 3C.2a1b.2a.2a.1b; 3C.2a1b.2a.2; 3C.2a1b.2a.1; 3C.2a; 3C.3a; 3C.2; 6B.1A.5a.1; 3C.2a1b.2a.1a; unassigned; 6B.1A.7; 6B.1A; 6B.1A.1; 6B.1A.5a; 6B.1A.6; 6B.1A.5b; 6B.1A.3; 6B.1A.2; 6B.1A.5a.2; 6B.1A.5; 3C.2a1b.2a.2d; EA_nonGsGD]","[H3; H1; H5]","[N2; N1]","Alphainfluenzavirus-1-214","97","27658","16529"
"Alphainfluenzavirus","references/Alphainfluenzavirus-1-4.fa.gz","1","Alphainfluenzavirus influenzae","2021 - 2024","[Asia; Europe]","[Duck; Chicken; Cygnus olor; Swan; Pheasant; Halietus albicilla; Avian; Other avian; Teal; Wild bird; Buteo buteo]","","","[H5N1; H5N5; H9N2; H5N3; H3N2]","","[2.3.2.1c; 2.3.4.4b; EA_nonGsGD; 3C.2]","[H5; H9; H3]","[N1; N5; N2; N3]","[Alphainfluenzavirus-1-59; Alphainfluenzavirus-1-222; Alphainfluenzavirus-1-471; Alphainfluenzavirus-1-219]","97","28","21"
"Alphainfluenzavirus","references/Alphainfluenzavirus-1-197.fa.gz","1","Alphainfluenzavirus influenzae","2018 - 2023","Europe","[Other avian; Chicken; Larus argentatus; Pheasant; Turkey; Duck; Mallard; Goose; Avian; Gallus gallus; Branta leucopsis; Anser anser; Buteo buteo]","","","[H5N1; H1N1]","","[2.3.4.4b; unassigned]","[H5; H1]","N1","Alphainfluenzavirus-1-310","98","29","22"
"Alphainfluenzavirus","references/Alphainfluenzavirus-1-219.fa.gz","1","Alphainfluenzavirus influenzae","2015","Africa","[Other avian; Duck]","","","[H10N8; H2N9; H10N9; H11N9]","","","[H1; H2; H11]","[N8; N9]","[Alphainfluenzavirus-1-59; Alphainfluenzavirus-1-4; Alphainfluenzavirus-1-293]","97","17","17"
"Alphainfluenzavirus","references/Alphainfluenzavirus-1-37.fa.gz","1","Alphainfluenzavirus influenzae","2017 - 2024","[Europe; South America; Oceania; North America; Africa; Asia]","[Human; Swine]","","","[H1N1; H1N2; A; H3N2; H3]","pdm09","[6B.1A.5a.2a.1; 6B.1A.5a; 6B.1A; 6B.1A.5a.2a; 6B.1A.5a.1; 6B.1A.5a.2; 6B.1A.5b; 6B.1A.1; 6B.1A.3; 6B.1A.6; 6B.1A.5; 6B.1A.7; unassigned; 3C.3a1; 6B.1A.2; 3C.2a1b.2a; 3C.2a1b.2b; 3C.2a1b.2; 3C.2a1b.1; 3C.2a2; 3C.2a1; 3C.2a3; 3C.2a1b.1b; 3C.2a1b.2a.2b; 6B.1; 3C.3a]","[H1; H3]","[N1; N2]","Alphainfluenzavirus-1-159","97","11828","8169"
"Alphainfluenzavirus","references/Alphainfluenzavirus-1-36.fa.gz","1","Alphainfluenzavirus influenzae","2003 - 2024","[Europe; Asia; North America; South America; Africa; Oceania]","[Human; Sus scrofa domesticus; Swine; Pig]","","","[H1N1; H3N2]","pdm09","[6B.1A.5a.2a; 6B.1A.5a.2a.1; 6B.1A.5a.1; 6B.1A.5a; 3C.2a1b.2a.2a.3a.1; unassigned]","[H1; H3]","[N1; N2]","","0","7258","4571"
